관측소명:영종대교
위도:37.545556
경도:126.584444
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2023/04/05 17:49:00	832	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 17:50:00	831	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:51:00	830	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:52:00	828	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:53:00	827	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:54:00	826	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 17:55:00	824	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:56:00	823	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 17:57:00	821	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:58:00	820	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 17:59:00	818	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:00:00	817	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:01:00	815	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:02:00	813	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:03:00	811	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:04:00	809	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:05:00	807	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:06:00	806	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:07:00	804	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:08:00	802	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:09:00	800	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:10:00	798	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:11:00	796	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:12:00	794	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:13:00	792	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:14:00	790	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:15:00	788	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:16:00	786	-	-	-	-	-	-	-	-	-	-	1006.6	-	
2023/04/05 18:17:00	784	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:18:00	782	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:19:00	780	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:20:00	778	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:21:00	776	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:22:00	773	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:23:00	771	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:24:00	769	-	-	-	-	-	-	-	-	-	-	1006.7	-	
2023/04/05 18:25:00	767	-	-	-	-	-	-	-	-	-	-	1006.8	-	
2023/04/05 18:26:00	764	-	-	-	-	-	-	-	-	-	-	1006.8	-	
2023/04/05 18:27:00	762	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:28:00	760	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:29:00	758	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:30:00	755	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:31:00	752	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:32:00	750	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:33:00	748	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:34:00	746	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:35:00	743	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:36:00	741	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:37:00	738	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:38:00	736	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:39:00	733	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:40:00	731	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:41:00	728	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:42:00	726	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:43:00	724	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:44:00	721	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:45:00	718	-	-	-	-	-	-	-	-	-	-	1006.9	-	
2023/04/05 18:46:00	715	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:47:00	713	-	-	-	-	-	-	-	-	-	-	1007.0	-	
2023/04/05 18:48:00	711	-	-	-	-	-	-	-	-	-	-	1007.1	-	
2023/04/05 18:49:00	708	-	-	-	-	-	-	-	-	-	-	1007.1	-	
2023/04/05 18:50:00	705	-	-	-	-	-	-	-	-	-	-	1007.1	-	
2023/04/05 18:51:00	703	-	-	-	-	-	-	-	-	-	-	1007.1	-	
2023/04/05 18:52:00	701	-	-	-	-	-	-	-	-	-	-	1007.1	-	
2023/04/05 18:53:00	697	-	-	-	-	-	-	-	-	-	-	1007.2	-	
2023/04/05 18:54:00	695	-	-	-	-	-	-	-	-	-	-	1007.2	-	
2023/04/05 18:55:00	692	-	-	-	-	-	-	-	-	-	-	1007.2	-	
2023/04/05 18:56:00	689	-	-	-	-	-	-	-	-	-	-	1007.2	-	
2023/04/05 18:57:00	687	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 18:58:00	684	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 18:59:00	681	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 19:00:00	679	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 19:01:00	676	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 19:02:00	673	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:03:00	671	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:04:00	668	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:05:00	665	-	-	-	-	-	-	-	-	-	-	1007.3	-	
2023/04/05 19:06:00	662	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:07:00	659	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:08:00	657	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:09:00	653	-	-	-	-	-	-	-	-	-	-	1007.5	-	
2023/04/05 19:10:00	650	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:11:00	648	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:12:00	644	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:13:00	642	-	-	-	-	-	-	-	-	-	-	1007.4	-	
2023/04/05 19:14:00	639	-	-	-	-	-	-	-	-	-	-	1007.5	-	
2023/04/05 19:15:00	636	-	-	-	-	-	-	-	-	-	-	1007.5	-	
2023/04/05 19:16:00	633	-	-	-	-	-	-	-	-	-	-	1007.5	-	
2023/04/05 19:17:00	631	-	-	-	-	-	-	-	-	-	-	1007.5	-	
2023/04/05 19:18:00	628	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:19:00	625	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:20:00	621	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:21:00	619	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:22:00	616	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:23:00	613	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:24:00	610	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:25:00	608	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:26:00	605	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:27:00	602	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:28:00	599	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:29:00	597	-	-	-	-	-	-	-	-	-	-	1007.6	-	
2023/04/05 19:30:00	594	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:31:00	592	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:32:00	589	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:33:00	586	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:34:00	583	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:35:00	580	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:36:00	578	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:37:00	575	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:38:00	573	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:39:00	570	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:40:00	567	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:41:00	564	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:42:00	561	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:43:00	559	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:44:00	556	-	-	-	-	-	-	-	-	-	-	1007.7	-	
2023/04/05 19:45:00	554	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:46:00	551	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:47:00	548	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:48:00	545	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:49:00	543	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:50:00	540	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:51:00	537	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:52:00	535	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:53:00	532	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:54:00	529	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:55:00	527	-	-	-	-	-	-	-	-	-	-	1007.8	-	
2023/04/05 19:56:00	524	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:57:00	521	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:58:00	519	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 19:59:00	516	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:00:00	514	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:01:00	511	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:02:00	508	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:03:00	506	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:04:00	503	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:05:00	500	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:06:00	498	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:07:00	496	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:08:00	493	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:09:00	491	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:10:00	488	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:11:00	486	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:12:00	484	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:13:00	481	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:14:00	478	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:15:00	476	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:16:00	474	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:17:00	472	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:18:00	469	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:19:00	467	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:20:00	464	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:21:00	461	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:22:00	459	-	-	-	-	-	-	-	-	-	-	1007.9	-	
2023/04/05 20:23:00	457	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:24:00	453	-	-	-	-	-	-	-	-	-	-	1008.0	-	
2023/04/05 20:25:00	451	-	-	-	-	-	-	-	-	-	-	1008.1	-	
2023/04/05 20:26:00	449	-	-	-	-	-	-	-	-	-	-	1008.1	-	
2023/04/05 20:27:00	447	-	-	-	-	-	-	-	-	-	-	1008.1	-	
2023/04/05 20:28:00	444	-	-	-	-	-	-	-	-	-	-	1008.2	-	
2023/04/05 20:29:00	441	-	-	-	-	-	-	-	-	-	-	1008.2	-	
2023/04/05 20:30:00	439	-	-	-	-	-	-	-	-	-	-	1008.3	-	
2023/04/05 20:31:00	436	-	-	-	-	-	-	-	-	-	-	1008.4	-	
2023/04/05 20:32:00	434	-	-	-	-	-	-	-	-	-	-	1008.4	-	
2023/04/05 20:33:00	431	-	-	-	-	-	-	-	-	-	-	1008.5	-	
2023/04/05 20:34:00	428	-	-	-	-	-	-	-	-	-	-	1008.6	-	
2023/04/05 20:35:00	425	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:36:00	423	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:37:00	420	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:38:00	417	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:39:00	414	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:40:00	412	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:41:00	409	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:42:00	407	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:43:00	404	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:44:00	401	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:45:00	399	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:46:00	396	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:47:00	393	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:48:00	390	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:49:00	387	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:50:00	385	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:51:00	382	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 20:52:00	379	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:53:00	377	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:54:00	374	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:55:00	371	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 20:56:00	368	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 20:57:00	366	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 20:58:00	363	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 20:59:00	360	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:00:00	357	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:01:00	355	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:02:00	352	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:03:00	349	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:04:00	346	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:05:00	343	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:06:00	341	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:07:00	338	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:08:00	335	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:09:00	332	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:10:00	330	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 21:11:00	327	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:12:00	325	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:13:00	322	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:14:00	320	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:15:00	317	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:16:00	314	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:17:00	312	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 21:18:00	309	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:19:00	306	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:20:00	304	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:21:00	300	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:22:00	298	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:23:00	296	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:24:00	293	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:25:00	290	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:26:00	288	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:27:00	285	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 21:28:00	283	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:29:00	280	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:30:00	278	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:31:00	275	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:32:00	272	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:33:00	269	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:34:00	267	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:35:00	266	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:36:00	263	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:37:00	260	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:38:00	258	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:39:00	255	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:40:00	253	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:41:00	251	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:42:00	249	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:43:00	247	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:44:00	244	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:45:00	242	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:46:00	240	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:47:00	237	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:48:00	236	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:49:00	233	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:50:00	231	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:51:00	229	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:52:00	227	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:53:00	225	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:54:00	223	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:55:00	221	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:56:00	218	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 21:57:00	217	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:58:00	214	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 21:59:00	212	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 22:00:00	210	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:01:00	208	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:02:00	208	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:03:00	205	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:04:00	202	-	-	-	-	-	-	-	-	-	-	1009.3	-	
2023/04/05 22:05:00	200	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:06:00	198	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:07:00	196	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:08:00	194	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:09:00	193	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:10:00	191	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:11:00	189	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:12:00	187	-	-	-	-	-	-	-	-	-	-	1009.2	-	
2023/04/05 22:13:00	185	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:14:00	183	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:15:00	181	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:16:00	179	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:17:00	178	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:18:00	178	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:19:00	175	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:20:00	172	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:21:00	171	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:22:00	169	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:23:00	167	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:24:00	165	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:25:00	164	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:26:00	162	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:27:00	161	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:28:00	158	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:29:00	157	-	-	-	-	-	-	-	-	-	-	1009.1	-	
2023/04/05 22:30:00	155	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:31:00	153	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:32:00	151	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:33:00	150	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:34:00	148	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:35:00	148	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 22:36:00	145	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:37:00	143	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:38:00	141	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:39:00	140	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:40:00	138	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:41:00	136	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:42:00	135	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:43:00	133	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:44:00	132	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:45:00	130	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:46:00	128	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 22:47:00	128	-	-	-	-	-	-	-	-	-	-	1008.7	-	
2023/04/05 22:48:00	126	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:49:00	125	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:50:00	123	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:51:00	122	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:52:00	120	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:53:00	119	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:54:00	117	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:55:00	116	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:56:00	116	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 22:57:00	115	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:58:00	113	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 22:59:00	112	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:00:00	111	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 23:01:00	110	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:02:00	109	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:03:00	108	-	-	-	-	-	-	-	-	-	-	1008.8	-	
2023/04/05 23:04:00	107	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:05:00	107	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:06:00	105	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:07:00	104	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:08:00	103	-	-	-	-	-	-	-	-	-	-	1009.0	-	
2023/04/05 23:09:00	103	-	-	-	-	-	-	-	-	-	-	1008.9	-	
2023/04/05 23:10:00	101	-	-	-	-	-	-	-	-	-	-	1008.9	-	
